HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Entrez Gene ID(supplied by NCBI)
HGNC:20202	CACNA2D4	calcium voltage-gated channel auxiliary subunit alpha2delta 4	Approved			12p13.33	AF516695		93589
HGNC:1401	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1	Approved	CACNLB1		17q12			782
HGNC:1402	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2	Approved	MYSB, CACNLB2		10p12	U95019	NM_000724	783
HGNC:1403	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3	Approved	CACNLB3		12q13.12			784
HGNC:1404	CACNB4	calcium voltage-gated channel auxiliary subunit beta 4	Approved		EJM4	2q23.3	AF038852	NM_000726.3	785
HGNC:1405	CACNG1	calcium voltage-gated channel auxiliary subunit gamma 1	Approved	CACNLG		17q24.2	L07738		786
HGNC:1406	CACNG2	calcium voltage-gated channel auxiliary subunit gamma 2	Approved		stargazin, MGC138502, MGC138504	22q12.3	AF096322		10369
HGNC:1407	CACNG3	calcium voltage-gated channel auxiliary subunit gamma 3	Approved			16p12.1	AF131911	NM_006539	10368
HGNC:1408	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4	Approved		MGC11138, MGC24983	17q24.2	AH008289	NM_014405	27092
HGNC:1409	CACNG5	calcium voltage-gated channel auxiliary subunit gamma 5	Approved			17q24.2	AF148220	NM_014404, NM_145811	27091
HGNC:13625	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6	Approved			19q13.42	AF288386		59285
HGNC:13626	CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7	Approved			19q13.42	AF288387		59284
HGNC:13628	CACNG8	calcium voltage-gated channel auxiliary subunit gamma 8	Approved			19q13.42	AF288388		59283
HGNC:29938	CACTIN	cactin, spliceosome C complex subunit	Approved	C19orf29	NY-REN-24, fSAPc, cactin	19p13.3	BC019848		58509
HGNC:31391	CACTIN-AS1	CACTIN antisense RNA 1	Approved	C19orf29OS, C19orf29-AS1		19p13.3	AK097999	NR_038865	404665
HGNC:23727	CACUL1	CDK2 associated cullin domain 1	Approved	C10orf46	FLJ40409, MGC33215, CAC1	10q26.11	AK097728	NM_153810	143384
HGNC:30423	CACYBP	calcyclin binding protein	Approved		SIP, S100A6BP	1q25.1	BC022352	NM_014412	27101
HGNC:45122	CACYBPP1	calcyclin binding protein pseudogene 1	Approved			10q23.1		NG_025452	100420043
HGNC:45123	CACYBPP2	calcyclin binding protein pseudogene 2	Approved			2q32.1		NG_021541	644877
HGNC:45124	CACYBPP3	calcyclin binding protein pseudogene 3	Approved			6q25.3			106480809
HGNC:1424	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	Approved		GATD4	2p23.3	D78586		790
HGNC:5951	CADM1	cell adhesion molecule 1	Approved	TSLC1, IGSF4	NECL2, ST17, BL2, SYNCAM, IGSF4A, Necl-2, SYNCAM1, RA175	11q23.3	AB017563	NM_014333	23705
HGNC:29849	CADM2	cell adhesion molecule 2	Approved	IGSF4D	NECL3, Necl-3, SynCAM2	3p12.1	AF538973	NM_153184	253559
HGNC:41248	CADM2-AS1	CADM2 antisense RNA 1	Approved			3p12.1			100874038
HGNC:41247	CADM2-AS2	CADM2 antisense RNA 2	Approved			3p12.1			100874037
HGNC:17601	CADM3	cell adhesion molecule 3	Approved	IGSF4B	BIgR, FLJ10698, TSLL1, NECL1, SynCAM3, Necl-1	1q23.2	AY046418	NM_021189	57863
HGNC:40812	CADM3-AS1	CADM3 antisense RNA 1	Approved		CTA-134P22.2	1q23.2			100131825
HGNC:30825	CADM4	cell adhesion molecule 4	Approved	IGSF4C	TSLL2, Necl-4, SynCAM4	19q13.31	AF363368	NM_145296	199731
HGNC:1426	CADPS	calcium dependent secretion activator	Approved		CAPS, KIAA1121, CAPS1, UNC-31	3p14.2	U36448	NM_003716, NM_183393, NM_183394	8618
HGNC:16018	CADPS2	calcium dependent secretion activator 2	Approved		CAPS2	7q31.32		NM_017954	93664
HGNC:21622	CAGE1	cancer antigen 1	Approved	CTAG3	bA69L16.7, CT95	6p24.3	BC026194	NM_175745	285782
HGNC:42860	CAHM	colon adenocarcinoma hypermethylated (non-protein coding)	Approved		LINC00468	6q26	BG168587	NR_037593	100526820
HGNC:1434	CALB1	calbindin 1	Approved	CALB		8q21.3		NM_004929	793
HGNC:1435	CALB2	calbindin 2	Approved		CAL2	16q22.2	X56667	NM_001740	794
HGNC:1437	CALCA	calcitonin related polypeptide alpha	Approved	CALC1		11p15.2	X00356, M64486	NM_001741	796
HGNC:1438	CALCB	calcitonin related polypeptide beta	Approved	CALC2	FLJ30166, CGRP-II	11p15.2		NM_000728	797
HGNC:29306	CALCOCO1	calcium binding and coiled-coil domain 1	Approved		KIAA1536, calphoglin, Cocoa	12q13.13	AL136895	NM_020898	57658
HGNC:29912	CALCOCO2	calcium binding and coiled-coil domain 2	Approved		MGC17318, NDP52	17q21.32	BC004130	NM_005831	10241
HGNC:1439	CALCP	calcitonin pseudogene	Approved		CALC3	11p15.2	X07965	NG_001088	798
HGNC:1440	CALCR	calcitonin receptor	Approved		CTR	7q21.3	L00587	NM_001742	799
HGNC:16709	CALCRL	calcitonin receptor like receptor	Approved		CGRPR, CRLR	2q32.1	U17473	NM_005795	10203
HGNC:1441	CALD1	caldesmon 1	Approved		CDM, H-CAD, L-CAD	7q33	M64110	NM_033138	800
HGNC:23494	CALHM1	calcium homeostasis modulator 1	Approved	FAM26C		10q24.33	BC036208	NM_001001412	255022
HGNC:23493	CALHM2	calcium homeostasis modulator family member 2	Approved	FAM26B		10q24.33	BC000039	NM_015916	51063
HGNC:23458	CALHM3	calcium homeostasis modulator 3	Approved	FAM26A	bA225H22.7	10q24.33	BC043367	NM_182494	119395
HGNC:21094	CALHM4	calcium homeostasis modulator family member 4	Approved	C6orf78, FAM26D	FLJ32239	6q22.1	AK056801	NM_153036	221301
HGNC:21568	CALHM5	calcium homeostasis modulator family member 5	Approved	C6orf188, FAM26E	dJ493F7.3, MGC45451	6q22.1	BC032556	NM_153711	254228
HGNC:33391	CALHM6	calcium homeostasis modulator family member 6	Approved	C6orf187, FAM26F	RP1-93H18.5, OTTHUMP00000017061, OTTHUMP00000017062, dJ93H18.5, INAM	6q22.1	AF086130	NM_001010919	441168
HGNC:1442	CALM1	calmodulin 1	Approved	CALML2	CAMI, PHKD, DD132	14q32.11			801
HGNC:1443	CALM1P1	calmodulin 1 pseudogene 1	Approved	CALML1		Xq21.33	U12435	NG_001089	802
HGNC:1444	CALM1P2	calmodulin 1 pseudogene 2	Approved		TCAG_1643085	7p11.2	U12475	NG_001090	804
HGNC:1445	CALM2	calmodulin 2	Approved		PHKD, CAMII	2p21		NM_001743	805
HGNC:1446	CALM2P1	calmodulin 2 pseudogene 1	Approved			17q24.3	X13907		100128390
HGNC:1447	CALM2P2	calmodulin 2 pseudogene 2	Approved			10q22.1	X52955		806
HGNC:1448	CALM2P3	calmodulin 2 pseudogene 3	Approved			13q14.11	X52956		807
HGNC:39661	CALM2P4	calmodulin 2 pseudogene 4	Approved			13q32.2			643193
HGNC:1449	CALM3	calmodulin 3	Approved		PHKD	19q13.32			808
HGNC:1452	CALML3	calmodulin like 3	Approved		CLP	10p15.1	X13461	NM_005185	810
HGNC:44682	CALML3-AS1	CALML3 antisense RNA 1	Approved			10p15.1	DA220455, DA770774		100132159
HGNC:18445	CALML4	calmodulin like 4	Approved		MGC4809, NY-BR-20	15q23	AF308287	NM_033429	91860
HGNC:18180	CALML5	calmodulin like 5	Approved		CLSP	10p15.1	AF172852	NM_017422	51806
HGNC:24193	CALML6	calmodulin like 6	Approved		CAGLP	1p36.33	AF490905	NM_138705	163688
HGNC:13248	CALN1	calneuron 1	Approved		CABP8	7q11.22	AF282250	NM_031468	83698
HGNC:1455	CALR	calreticulin	Approved		RO, SSA, cC1qR, CRT, FLJ26680	19p13.13	M84739	NM_004343	811
HGNC:20407	CALR3	calreticulin 3	Approved		CRT2, FLJ25355, MGC26577, CT93	19p13.11	AK058084	NM_145046	125972
HGNC:35456	CALR4P	calreticulin 4, pseudogene	Approved			1p32.3			441884
HGNC:1458	CALU	calumenin	Approved			7q32.1	AF013759	NM_001219	813
HGNC:17938	CALY	calcyon neuron specific vesicular protein	Approved	DRD1IP	CALCYON, NSG3	10q26.3	AF225903	NM_015722	50632
HGNC:1459	CAMK1	calcium/calmodulin dependent protein kinase I	Approved		CaMKI	3p25.3	L41816	NM_003656	8536
HGNC:19341	CAMK1D	calcium/calmodulin dependent protein kinase ID	Approved		CKLiK	10p13	AF286366	NM_020397	57118
HGNC:14585	CAMK1G	calcium/calmodulin dependent protein kinase IG	Approved		VWS1, CLICKIII, dJ272L16.1	1q32.2		NM_020439	57172
HGNC:1460	CAMK2A	calcium/calmodulin dependent protein kinase II alpha	Approved	CAMKA	KIAA0968, CaMKIINalpha	5q32	AB023185	NM_015981	815
HGNC:1461	CAMK2B	calcium/calmodulin dependent protein kinase II beta	Approved	CAMKB	CAM2, CAMK2	7p13	U50358	NM_172084	816
HGNC:1462	CAMK2D	calcium/calmodulin dependent protein kinase II delta	Approved	CAMKD		4q26	U50361		817
HGNC:1463	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	Approved	CAMKG		10q22.2	U81554	NM_172169	818
HGNC:24190	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1	Approved		CaMKIINalpha	1p36.12	AY204901	NM_018584	55450
HGNC:24197	CAMK2N2	calcium/calmodulin dependent protein kinase II inhibitor 2	Approved		CaM-KIIN	3q27.1	AY037149	NM_033259	94032
HGNC:1464	CAMK4	calcium/calmodulin dependent protein kinase IV	Approved		CaMK-GR	5q22.1	D30742	NM_001744	814
HGNC:1469	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1	Approved		DKFZp761M0423, CAMKKA, MGC34095	17p13.2	AL136576	NM_032294, NM_172206, NM_172207	84254
HGNC:1470	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2	Approved		CAMKK, KIAA0787, CAMKKB, MGC15254	12q24.31	AF101264	NM_172226	10645
HGNC:26276	CAMKMT	calmodulin-lysine N-methyltransferase	Approved	C2orf34	CLNMT	2p21		NM_024766	79823
HGNC:28788	CAMKV	CaM kinase like vesicle associated	Approved		MGC8407, VACAMKL	3p21.31	BC017363	NM_024046	79012
HGNC:1471	CAMLG	calcium modulating ligand	Approved		CAML, GET2	5q31.1	AF068179.1	NM_001745	819
HGNC:1472	CAMP	cathelicidin antimicrobial peptide	Approved		CAP18, FALL39, FALL-39, LL37	3p21.31	BC055089	NM_004345	820
HGNC:19946	CAMSAP1	calmodulin regulated spectrin associated protein 1	Approved		FLJ31228, DKFZp434F195	9q34.3	AJ519841	NM_015447	157922
HGNC:29188	CAMSAP2	calmodulin regulated spectrin associated protein family member 2	Approved	CAMSAP1L1	KIAA1078	1q32.1	AB029001	NM_203459	23271
HGNC:29307	CAMSAP3	calmodulin regulated spectrin associated protein family member 3	Approved	KIAA1543	Nezha, PPP1R80	19p13.2	AB040976	NM_001080429	57662
HGNC:18806	CAMTA1	calmodulin binding transcription activator 1	Approved		KIAA0833	1p36.31-p36.23	AB020640	NM_015215	23261
HGNC:53020	CAMTA1-DT	CAMTA1 divergent transcript	Approved		lncCAMTA1	1p36.31			110841581
HGNC:41446	CAMTA1-IT1	CAMTA1 intronic transcript 1	Approved			1p36.23			100874340
HGNC:18807	CAMTA2	calmodulin binding transcription activator 2	Approved		KIAA0909	17p13.2	AB020716	NM_015099	23125
HGNC:30688	CAND1	cullin associated and neddylation dissociated 1	Approved		TIP120A, DKFZp434M1414, KIAA0829, TIP120	12q14.3-q15		NM_018448	55832
HGNC:30689	CAND2	cullin associated and neddylation dissociated 2 (putative)	Approved		TIP120B, KIAA0667, Tp120b	3p25.2		NM_001162499	23066
HGNC:20683	CANDN1	candidiasis, nail 1 (with ICAM1 deficiency)	Approved		FCNC, CANDF3	11p12-q12.1			338434
HGNC:19721	CANT1	calcium activated nucleotidase 1	Approved		SHAPY, SCAN-1	17q25.3	AJ312208	NM_138793	124583
HGNC:1473	CANX	calnexin	Approved		CNX, IP90, P90	5q35.3	L18887	NM_001024649	821
HGNC:20040	CAP1	cyclase associated actin cytoskeleton regulatory protein 1	Approved		CAP	1p34.2	L12168	NM_006367	10487
HGNC:31134	CAP1P1	CAP1 pseudogene 1	Approved			3p12.3			401076
HGNC:31970	CAP1P2	CAP1 pseudogene 2	Approved			10q11.21		NG_022144	399748
HGNC:20039	CAP2	cyclase associated actin cytoskeleton regulatory protein 2	Approved			6p22.3	BC008481		10486
HGNC:20142	CAP2P1	cyclase associated actin cytoskeleton regulatory protein 2 pseudogene 1	Approved			14q31.3	BF062148	NG_002772	353163
HGNC:1474	CAPG	capping actin protein, gelsolin like	Approved	AFCP	MCP	2p11.2	M94345	NM_001747	822
HGNC:1476	CAPN1	calpain 1	Approved		muCANP, muCL, CANP, CANPL1	11q13.1	X04366		823
HGNC:1479	CAPN2	calpain 2	Approved		mCANP, CANPml, CANPL2	1q41	J04700	NM_001748	824
HGNC:1480	CAPN3	calpain 3	Approved	LGMD2, LGMD2A	CANP3, p94, nCL-1	15q15.1	X85030		825
HGNC:1482	CAPN5	calpain 5	Approved	VRNI	nCL-3, HTRA3, ADNIV	11q13.5		NM_004055	726
HGNC:1483	CAPN6	calpain 6	Approved		CAPNX, CalpM, CANPX	Xq23	AF029232		827
HGNC:1484	CAPN7	calpain 7	Approved		PalBH	3p25.1	AB028639	NM_014296	23473
HGNC:1485	CAPN8	calpain 8	Approved		nCL-2	1q41		NM_001143962	388743
HGNC:1486	CAPN9	calpain 9	Approved		nCL-4, GC36	1q42.2	AF022799	NM_006615	10753
HGNC:1477	CAPN10	calpain 10	Approved			2q37.3	AF089088	NM_023083	11132
HGNC:48839	CAPN10-AS1	CAPN10 antisense RNA 1 (head to head)	Approved		locus959	2q37.3	AK024254		101752400
HGNC:1478	CAPN11	calpain 11	Approved			6p21.1	AJ242832		11131
HGNC:13249	CAPN12	calpain 12	Approved			19q13.2	BC014027		147968
HGNC:16663	CAPN13	calpain 13	Approved		FLJ23523	2p23.1		NM_144575	92291
HGNC:16664	CAPN14	calpain 14	Approved			2p23.1	AC015980	NM_001145122	440854
HGNC:11182	CAPN15	calpain 15	Approved	SOLH		16p13.3	U85647	NM_005632	6650
HGNC:1481	CAPNS1	calpain small subunit 1	Approved	CAPN4	CANP, CANPS, 30K, CDPS	19q13.12	X04106		826
HGNC:39562	CAPNS1P1	calpain small subunit 1 pseudogene 1	Approved			1p22.2		NG_022791	391053
HGNC:16371	CAPNS2	calpain small subunit 2	Approved		MGC12536, MGC14804	16q12.2	AY052551	NM_032330	84290
HGNC:6743	CAPRIN1	cell cycle associated protein 1	Approved	M11S1, GPIAP1	caprin-1, RNG105	11p13	BC001731	NM_005898	4076
HGNC:21259	CAPRIN2	caprin family member 2	Approved	C1QDC1	EEG1, FLJ22569, FLJ11391, caprin-2, RNG140	12p11.21	AY074491	NM_023925	65981
HGNC:1487	CAPS	calcyphosine	Approved		CAPS1, MGC126562	19p13.3	X97966	NM_004058	828
HGNC:16471	CAPS2	calcyphosine 2	Approved			12q21.1-q21.2	AF251056		84698
HGNC:28375	CAPSL	calcyphosine like	Approved		MGC26610	5p13.2	BC017586	NM_144647	133690
HGNC:1488	CAPZA1	capping actin protein of muscle Z-line alpha subunit 1	Approved			1p13.2	U56637	NM_006135	829
HGNC:1489	CAPZA1P	capping actin protein of muscle Z-line alpha subunit 1 pseudogene	Approved			Xq21.31	AF284769	NG_001277	53338
HGNC:1490	CAPZA2	capping actin protein of muscle Z-line alpha subunit 2	Approved		CAPZ, CAPPA2	7q31.2		NM_006136	830
HGNC:24205	CAPZA3	capping actin protein of muscle Z-line alpha subunit 3	Approved		Gsg3, CAPPA3	12p12.3	AB053259	NM_033328	93661
HGNC:1491	CAPZB	capping actin protein of muscle Z-line beta subunit	Approved			1p36.13	U03271		832
HGNC:16394	CARD6	caspase recruitment domain family member 6	Approved		CINCIN1	5p13.1	AF356193		84674
HGNC:17057	CARD8	caspase recruitment domain family member 8	Approved		TUCAN, KIAA0955, CARDINAL, NDPP, Dakar	19q13.33	AB023172	NM_014959	22900
HGNC:51408	CARD8-AS1	CARD8 antisense RNA 1	Approved		LOC100505812	19q13.33		NR_040599	100505812
HGNC:16391	CARD9	caspase recruitment domain family member 9	Approved			9q34.3	AF311287	NM_052813	64170
HGNC:16422	CARD10	caspase recruitment domain family member 10	Approved		CARMA3, BIMP1	22q13.1	AF086324	NM_014550	29775
HGNC:16393	CARD11	caspase recruitment domain family member 11	Approved		CARMA1, BIMP3	7p22.2	AF322641	NM_032415	84433
HGNC:16446	CARD14	caspase recruitment domain family member 14	Approved	PSORS2	CARMA2, BIMP2	17q25.3	AF322642		79092
HGNC:33701	CARD16	caspase recruitment domain family member 16	Approved		COP1, COP, PSEUDO-ICE	11q22.3			114769
HGNC:33827	CARD17	caspase recruitment domain family member 17	Approved		INCA	11q22.3		NM_001007232	440068
HGNC:28861	CARD18	caspase recruitment domain family member 18	Approved		UNQ5804, ICEBERG, pseudo-ICE	11q22.3	AY358231	NM_021571	59082
HGNC:28148	CARD19	caspase recruitment domain family member 19	Approved	C9orf89	MGC11115, bA370F5.1, BinCARD	9q22.31	AK057716	NM_032310	84270
HGNC:14435	CARF	calcium responsive transcription factor	Approved	ALS2CR8	FLJ21579, CaRF, NYD-SP24	2q33.2	AB053309	NM_001104586	79800
HGNC:17150	CARHSP1	calcium regulated heat stable protein 1	Approved		CRHSP-24, CSDC1	16p13.2	AF115345	NM_014316	23589
HGNC:23393	CARM1	coactivator associated arginine methyltransferase 1	Approved		PRMT4	19p13.2	AF055027	NM_199141	10498
HGNC:23392	CARM1P1	coactivator associated arginine methyltransferase 1 pseudogene 1	Approved	CARM1L		9p24.2		NG_009935	100130873
HGNC:21581	CARMIL1	capping protein regulator and myosin 1 linker 1	Approved	LRRC16, LRRC16A	dJ501N12.1, FLJ20048, CARMIL	6p22.2	AK000055	NM_017640	55604
HGNC:27089	CARMIL2	capping protein regulator and myosin 1 linker 2	Approved	RLTPR	LRRC16C	16q22.1	AB113647	NM_001013838	146206
HGNC:20272	CARMIL3	capping protein regulator and myosin 1 linker 3	Approved	C14orf121, LRRC16B	BC008134, crml-1	14q11.2	AI017934	NM_138360	90668
HGNC:42872	CARMN	cardiac mesoderm enhancer-associated non-coding RNA	Approved	MIR143HG	CARMEN	5q32		NR_105059	728264
HGNC:23435	CARNMT1	carnosine N-methyltransferase 1	Approved	C9orf41	FLJ25795	9q21.13	AK098661	NM_152420	138199
HGNC:29268	CARNS1	carnosine synthase 1	Approved	ATPGD1	KIAA1394	11q13.2		NM_020811	57571
HGNC:1493	CARS	cysteinyl-tRNA synthetase	Approved		CARS1	11p15.4	AF288207	NM_001751	833
HGNC:40125	CARS-AS1	CARS antisense RNA 1	Approved			11p15.4	AK093033		100852407
HGNC:25695	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial	Approved		FLJ12118	13q34	BC007220	NM_024537	79587
HGNC:50477	CARSP1	cysteinyl-tRNA synthetase pseudogene 1	Approved			15q23			100420042
HGNC:50478	CARSP2	cysteinyl-tRNA synthetase pseudogene 2	Approved			8q23.3			106481707
HGNC:24323	CARTPT	CART prepropeptide	Approved		CART	5q13.2	U16826	NM_004291	9607
HGNC:29599	CASC1	cancer susceptibility 1	Approved		LAS1, FLJ10921, PPP1R54	12p12.1	AK093102	NM_018272	55259
HGNC:22933	CASC2	cancer susceptibility 2 (non-protein coding)	Approved	C10orf5		10q26.11	AJ535620		255082
HGNC:17040	CASC3	cancer susceptibility 3	Approved		MLN51, BTZ	17q21.1	X80199	NM_007359	22794
HGNC:24892	CASC4	cancer susceptibility 4	Approved		H63, DKFZp459F1927	15q15.3	AF103804	NM_138423	113201
HGNC:39251	CASC4P1	cancer susceptibility 4 pseudogene 1	Approved			13q12.11			100420689
HGNC:49076	CASC6	cancer susceptibility 6 (non-protein coding)	Approved			6q15	BC037927	NR_104154	101929083
HGNC:45129	CASC8	cancer susceptibility 8 (non-protein coding)	Approved		LINC00860, CARLo-1	8q24.21		NR_024393	727677
HGNC:48906	CASC9	cancer susceptibility 9 (non-protein coding)	Approved		LINC00981, ESCCAL-1	8q21.13	BC062758		101805492
HGNC:31448	CASC10	cancer susceptibility 10	Approved	C10orf114	bA418C1.3	10p12.31	BC040880	NM_001010911	399726
HGNC:48939	CASC11	cancer susceptibility 11 (non-protein coding)	Approved		TCONS_00014535, LINC00990, CARLo-7, ENST00000518376	8q24.21	BC042052	NR_117101	100270680
HGNC:28245	CASC15	cancer susceptibility 15 (non-protein coding)	Approved	LINC00340	lnc-SOX4-1	6p22.3	AK026189		401237
HGNC:48608	CASC16	cancer susceptibility 16 (non-protein coding)	Approved	LINC00918	LOC643714	16q12.1-q12.2	BC034767, DB462404, DB523777	NR_033920	643714
HGNC:43911	CASC17	cancer susceptibility 17 (non-protein coding)	Approved		LINC00600	17q24.3	BC039327		101928165
HGNC:49463	CASC18	cancer susceptibility 18 (non-protein coding)	Approved		LOC101929110	12q23.3	AK001551		101929110
HGNC:49476	CASC19	cancer susceptibility 19 (non-protein coding)	Approved	LINC01245	CARLo-6	8q24.21	BI223175, JX003871, DW435273		103021165
HGNC:49477	CASC20	cancer susceptibility 20 (non-protein coding)	Approved			20p12.3	AY007089		101929244
HGNC:49836	CASC21	cancer susceptibility 21 (non-protein coding)	Approved	LINC01244	CARLo-2	8q24.21	JX003867, CB104826		103021164
HGNC:50627	CASC22	cancer susceptibility 22 (non-protein coding)	Approved	LINC01373	TCONS_00024290, LincRNA-ENST00000515084	16q12.1	AK093211	NR_135281	283854
HGNC:50865	CASC23	cancer susceptibility 23 (non-protein coding)	Approved		LINC01464	11p15.4	BC027619		103581031
HGNC:16014	CASD1	CAS1 domain containing 1	Approved		FLJ21213, FLJ21879, C7orf12	7q21.3	AF355594	NM_022900	64921
HGNC:1497	CASK	calcium/calmodulin dependent serine protein kinase	Approved	TNRC8	LIN2, CAGH39, FGS4	Xp11.4	AF035582	NM_003688	8573
HGNC:40126	CASK-AS1	CASK antisense RNA 1	Approved			Xp11.4			100873928
HGNC:20879	CASKIN1	CASK interacting protein 1	Approved		KIAA1306, ANKS5A	16p13.3	AF451977	NM_020764	57524
HGNC:18200	CASKIN2	CASK interacting protein 2	Approved		KIAA1139, FLJ21609, ANKS5B	17q25.1	AB032965	NM_020753	57513
HGNC:1498	CASKP1	calcium/calmodulin dependent serine protein kinase pseudogene 1	Approved	CASKP		Yq11.221		NG_002805.5	10029
HGNC:1499	CASP1	caspase 1	Approved	IL1BC	ICE	11q22.3	U13697	NM_033292	834
HGNC:43775	CASP1P1	caspase 1 pseudogene 1	Approved			11q22.3			100874457
HGNC:43776	CASP1P2	caspase 1 pseudogene 2	Approved			11q22.3			440067
HGNC:43777	CASP1P3	caspase 1 pseudogene 3	Approved			11q22.3		NG_024409	100422634
HGNC:1503	CASP2	caspase 2	Approved	NEDD2	ICH1, PPP1R57, MGC2181	7q34	AK096245, BC002427, BM998653, BX537669, CB988674, U13021	NM_032982	835
HGNC:1504	CASP3	caspase 3	Approved		CPP32, CPP32B, Yama, apopain	4q35.1	BC016926	NM_004346	836
HGNC:43596	CASP3P1	caspase 3 pseudogene 1	Approved			1p31.1		NG_022722	100131616
HGNC:1505	CASP4	caspase 4	Approved		ICE(rel)II, ICH-2, TX	11q22.3	U25804	NM_001225	837
HGNC:1506	CASP5	caspase 5	Approved		ICE(rel)III	11q22.3		NM_004347	838
